epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
,0.03,1449,,,,,,,
0,,1449,,0.34700772166252136,,,,,
,0.03,1499,,,,,,,
0,,1499,,0.43038901686668396,,,,,
,0.03,1549,,,,,,,
0,,1549,,0.6220299601554871,,,,,
,0.03,1599,,,,,,,
0,,1599,,0.4053749144077301,,,,,
,0.03,1649,,,,,,,
0,,1649,,0.3689339756965637,,,,,
,0.03,1699,,,,,,,
0,,1699,,0.5475369095802307,,,,,
,0.03,1749,,,,,,,
0,,1749,,0.5646113157272339,,,,,
,0.03,1799,,,,,,,
0,,1799,,0.6703710556030273,,,,,
,0.03,1849,,,,,,,
0,,1849,,0.5738220810890198,,,,,
,0.03,1899,,,,,,,
0,,1899,,0.36557021737098694,,,,,
,0.03,1949,,,,,,,
0,,1949,,0.40037912130355835,,,,,
,0.03,1999,,,,,,,
0,,1999,,0.43120428919792175,,,,,
,0.03,2049,,,,,,,
0,,2049,,0.47348546981811523,,,,,
,0.03,2099,,,,,,,
0,,2099,,0.539160430431366,,,,,
,0.03,2149,,,,,,,
0,,2149,,0.6881934404373169,,,,,
,0.03,2199,,,,,,,
0,,2199,,0.42359206080436707,,,,,
,0.03,2249,,,,,,,
0,,2249,,0.673396110534668,,,,,
,0.03,2299,,,,,,,
0,,2299,,0.4748408794403076,,,,,
,0.03,2349,,,,,,,
0,,2349,,0.3399719297885895,,,,,
,0.03,2399,,,,,,,
0,,2399,,0.6107608079910278,,,,,
,0.03,2449,,,,,,,
0,,2449,,0.3456946313381195,,,,,
,0.03,2499,,,,,,,
0,,2499,,0.5074872970581055,,,,,
,0.03,2549,,,,,,,
0,,2549,,0.4434959590435028,,,,,
,0.03,2599,,,,,,,
0,,2599,,0.5001707673072815,,,,,
,0.03,2649,,,,,,,
0,,2649,,0.3190162181854248,,,,,
,0.03,2699,,,,,,,
0,,2699,,0.322189062833786,,,,,
,0.03,2749,,,,,,,
0,,2749,,0.3504742383956909,,,,,
,0.03,2799,,,,,,,
0,,2799,,0.5579062104225159,,,,,
,0.03,2849,,,,,,,
0,,2849,,0.5678256750106812,,,,,
,0.03,2899,,,,,,,
0,,2899,,0.4433189332485199,,,,,
,0.03,2949,,,,,,,
0,,2949,,0.30757570266723633,,,,,
,0.03,2999,,,,,,,
0,,2999,,0.4404929578304291,,,,,
,0.03,3049,,,,,,,
0,,3049,,0.4824647009372711,,,,,
,0.03,3099,,,,,,,
0,,3099,,0.8355734348297119,,,,,
,0.03,3149,,,,,,,
0,,3149,,0.40068885684013367,,,,,
,0.03,3199,,,,,,,
0,,3199,,0.5000795722007751,,,,,
,0.03,3249,,,,,,,
0,,3249,,0.43263110518455505,,,,,
,0.03,3299,,,,,,,
0,,3299,,0.26130181550979614,,,,,
,0.03,3349,,,,,,,
0,,3349,,0.44997093081474304,,,,,
,0.03,3399,,,,,,,
0,,3399,,0.47369876503944397,,,,,
,0.03,3449,,,,,,,
0,,3449,,0.36169734597206116,,,,,
,0.03,3499,,,,,,,
0,,3499,,0.504744291305542,,,,,
,0.03,3549,,,,,,,
0,,3549,,0.45830389857292175,,,,,
,0.03,3599,,,,,,,
0,,3599,,0.560107946395874,,,,,
,0.03,3649,,,,,,,
0,,3649,,0.41228723526000977,,,,,
,0.03,3699,,,,,,,
0,,3699,,0.5883054137229919,,,,,
,0.03,3749,,,,,,,
0,,3749,,0.31814539432525635,,,,,
,0.03,3799,,,,,,,
0,,3799,,0.5508241057395935,,,,,
,0.03,3849,,,,,,,
0,,3849,,0.47998082637786865,,,,,
,0.03,3899,,,,,,,
0,,3899,,0.4928774833679199,,,,,
,0.03,3949,,,,,,,
0,,3949,,0.47333940863609314,,,,,
,0.03,3999,,,,,,,
0,,3999,,0.4967802166938782,,,,,
,0.03,4049,,,,,,,
0,,4049,,0.4361512362957001,,,,,
,0.03,4099,,,,,,,
0,,4099,,0.45022135972976685,,,,,
,0.03,4149,,,,,,,
0,,4149,,0.3042012155056,,,,,
,0.03,4199,,,,,,,
0,,4199,,0.5229730010032654,,,,,
,0.03,4249,,,,,,,
0,,4249,,0.5329397916793823,,,,,
,0.03,4299,,,,,,,
0,,4299,,0.34761562943458557,,,,,
,0.03,4349,,,,,,,
0,,4349,,0.5046464800834656,,,,,
,0.03,4399,,,,,,,
0,,4399,,0.3551892638206482,,,,,
,0.03,4449,,,,,,,
0,,4449,,0.32038041949272156,,,,,
,0.03,4499,,,,,,,
0,,4499,,0.5218752026557922,,,,,
,0.03,4549,,,,,,,
0,,4549,,0.3719722330570221,,,,,
,0.03,4599,,,,,,,
0,,4599,,0.5256149768829346,,,,,
,0.03,4649,,,,,,,
0,,4649,,0.7356852293014526,,,,,
,0.03,4699,,,,,,,
0,,4699,,0.3017796576023102,,,,,
,0.03,4749,,,,,,,
0,,4749,,0.43795105814933777,,,,,
,0.03,4799,,,,,,,
0,,4799,,0.552906334400177,,,,,
,0.03,4849,,,,,,,
0,,4849,,0.4055376946926117,,,,,
,0.03,4899,,,,,,,
0,,4899,,0.4221296012401581,,,,,
,0.03,4949,,,,,,,
0,,4949,,0.42391929030418396,,,,,
,0.03,4999,,,,,,,
0,,4999,,0.44216665625572205,,,,,
,0.03,5049,,,,,,,
0,,5049,,0.3672100901603699,,,,,
,0.03,5099,,,,,,,
0,,5099,,0.6042001247406006,,,,,
,0.03,5149,,,,,,,
0,,5149,,0.48016658425331116,,,,,
,0.03,5199,,,,,,,
0,,5199,,0.39571282267570496,,,,,
,0.03,5249,,,,,,,
0,,5249,,0.4521067440509796,,,,,
,0.03,5299,,,,,,,
0,,5299,,0.608421802520752,,,,,
,0.03,5349,,,,,,,
0,,5349,,0.4353539049625397,,,,,
,0.03,5399,,,,,,,
0,,5399,,0.4932107925415039,,,,,
,0.03,5449,,,,,,,
0,,5449,,0.6014763116836548,,,,,
,0.03,5499,,,,,,,
0,,5499,,0.43194878101348877,,,,,
,0.03,5549,,,,,,,
0,,5549,,0.28401944041252136,,,,,
,0.03,5599,,,,,,,
0,,5599,,0.6253123879432678,,,,,
,0.03,5649,,,,,,,
0,,5649,,0.4476279616355896,,,,,
,0.03,5699,,,,,,,
0,,5699,,0.36371341347694397,,,,,
,0.03,5749,,,,,,,
0,,5749,,0.2993227243423462,,,,,
,0.03,5799,,,,,,,
0,,5799,,0.3236088156700134,,,,,
,0.03,5849,,,,,,,
0,,5849,,0.4852377772331238,,,,,
,0.03,5899,,,,,,,
0,,5899,,0.3611348271369934,,,,,
,0.03,5949,,,,,,,
0,,5949,,0.37219545245170593,,,,,
,0.03,5999,,,,,,,
0,,5999,,0.5298752188682556,,,,,
,0.03,6049,,,,,,,
0,,6049,,0.40829166769981384,,,,,
,0.03,6099,,,,,,,
0,,6099,,0.4171859323978424,,,,,
,0.03,6149,,,,,,,
0,,6149,,0.4468199908733368,,,,,
,0.03,6199,,,,,,,
0,,6199,,0.4066397547721863,,,,,
,0.03,6249,,,,,,,
0,,6249,,0.3994153141975403,,,,,
,0.03,6299,,,,,,,
0,,6299,,0.4480162262916565,,,,,
,0.03,6349,,,,,,,
0,,6349,,0.477559894323349,,,,,
,0.03,6399,,,,,,,
0,,6399,,0.44002577662467957,,,,,
,0.03,6449,,,,,,,
0,,6449,,0.5028437376022339,,,,,
,0.03,6499,,,,,,,
0,,6499,,0.3489609360694885,,,,,
,0.03,6549,,,,,,,
0,,6549,,0.6331270933151245,,,,,
,0.03,6599,,,,,,,
0,,6599,,0.5047657489776611,,,,,
,0.03,6649,,,,,,,
0,,6649,,0.36316928267478943,,,,,
,0.03,6699,,,,,,,
0,,6699,,0.36529916524887085,,,,,
,0.03,6749,,,,,,,
0,,6749,,0.554111659526825,,,,,
,0.03,6799,,,,,,,
0,,6799,,0.5222997069358826,,,,,
,0.03,6849,,,,,,,
0,,6849,,0.4222968518733978,,,,,
,0.03,6899,,,,,,,
0,,6899,,0.4885479211807251,,,,,
,0.03,6949,,,,,,,
0,,6949,,0.3578009009361267,,,,,
,0.03,6999,,,,,,,
0,,6999,,0.46226873993873596,,,,,
,0.03,7049,,,,,,,
0,,7049,,0.34049996733665466,,,,,
,0.03,7099,,,,,,,
0,,7099,,0.43274834752082825,,,,,
,0.03,7149,,,,,,,
0,,7149,,0.39601266384124756,,,,,
,0.03,7199,,,,,,,
0,,7199,,0.4415874183177948,,,,,
,0.03,7249,,,,,,,
0,,7249,,0.41767871379852295,,,,,
,0.03,7299,,,,,,,
0,,7299,,0.45479637384414673,,,,,
,0.03,7349,,,,,,,
0,,7349,,0.37014150619506836,,,,,
,0.03,7399,,,,,,,
0,,7399,,0.42574459314346313,,,,,
,0.03,7449,,,,,,,
0,,7449,,0.4072038233280182,,,,,
,0.03,7499,,,,,,,
0,,7499,,0.3682231903076172,,,,,
,0.03,7549,,,,,,,
0,,7549,,0.6270177364349365,,,,,
,0.03,7599,,,,,,,
0,,7599,,0.2607596218585968,,,,,
,0.03,7649,,,,,,,
0,,7649,,0.438188761472702,,,,,
,0.03,7699,,,,,,,
0,,7699,,0.3219572603702545,,,,,
,0.03,7749,,,,,,,
0,,7749,,0.7229405045509338,,,,,
,0.03,7799,,,,,,,
0,,7799,,0.315382182598114,,,,,
,0.03,7849,,,,,,,
0,,7849,,0.35130128264427185,,,,,
,0.03,7899,,,,,,,
0,,7899,,0.3894729018211365,,,,,
,0.03,7949,,,,,,,
0,,7949,,0.33402690291404724,,,,,
,0.03,7999,,,,,,,
0,,7999,,0.5616794228553772,,,,,
,0.03,8049,,,,,,,
0,,8049,,0.41867420077323914,,,,,
,0.03,8099,,,,,,,
0,,8099,,0.3016028106212616,,,,,
,0.03,8149,,,,,,,
0,,8149,,0.45064297318458557,,,,,
,0.03,8199,,,,,,,
0,,8199,,0.38163483142852783,,,,,
,0.03,8249,,,,,,,
0,,8249,,0.35676801204681396,,,,,
,0.03,8299,,,,,,,
0,,8299,,0.5474309921264648,,,,,
,0.03,8349,,,,,,,
0,,8349,,0.37641671299934387,,,,,
,0.03,8399,,,,,,,
0,,8399,,0.5070030689239502,,,,,
,0.03,8449,,,,,,,
0,,8449,,0.3285907804965973,,,,,
,0.03,8499,,,,,,,
0,,8499,,0.584732711315155,,,,,
,0.03,8549,,,,,,,
0,,8549,,0.4399898052215576,,,,,
,0.03,8599,,,,,,,
0,,8599,,0.45291388034820557,,,,,
,0.03,8649,,,,,,,
0,,8649,,0.4238056540489197,,,,,
,0.03,8699,,,,,,,
0,,8699,,0.40241867303848267,,,,,
,0.03,8749,,,,,,,
0,,8749,,0.46102866530418396,,,,,
,0.03,8799,,,,,,,
0,,8799,,0.4087880849838257,,,,,
,0.03,8849,,,,,,,
0,,8849,,0.4350803792476654,,,,,
,0.03,8899,,,,,,,
0,,8899,,0.6498330235481262,,,,,
,0.03,8949,,,,,,,
0,,8949,,0.42304614186286926,,,,,
,0.03,8999,,,,,,,
0,,8999,,0.4360869824886322,,,,,
,0.03,9049,,,,,,,
0,,9049,,0.46219223737716675,,,,,
,0.03,9099,,,,,,,
0,,9099,,0.37692755460739136,,,,,
,0.03,9149,,,,,,,
0,,9149,,0.47104892134666443,,,,,
,0.03,9199,,,,,,,
0,,9199,,0.596708357334137,,,,,
,0.03,9249,,,,,,,
0,,9249,,0.3832182288169861,,,,,
,0.03,9299,,,,,,,
0,,9299,,0.4784349501132965,,,,,
,0.03,9349,,,,,,,
0,,9349,,0.34140723943710327,,,,,
,0.03,9399,,,,,,,
0,,9399,,0.2888233959674835,,,,,
,0.03,9449,,,,,,,
0,,9449,,0.3859070837497711,,,,,
,0.03,9499,,,,,,,
0,,9499,,0.2680169343948364,,,,,
,0.03,9549,,,,,,,
0,,9549,,0.5207133889198303,,,,,
,0.03,9599,,,,,,,
0,,9599,,0.4814387261867523,,,,,
,0.03,9649,,,,,,,
0,,9649,,0.36279788613319397,,,,,
,0.03,9699,,,,,,,
0,,9699,,0.641872763633728,,,,,
,0.03,9749,,,,,,,
0,,9749,,0.5088787078857422,,,,,
,0.03,9799,,,,,,,
0,,9799,,0.47171053290367126,,,,,
,0.03,9849,,,,,,,
0,,9849,,0.5858967304229736,,,,,
,0.03,9899,,,,,,,
0,,9899,,0.3427547514438629,,,,,
,0.03,9949,,,,,,,
0,,9949,,0.43645891547203064,,,,,
,0.03,9999,,,,,,,
0,,9999,,0.493219256401062,,,,,
,0.03,10049,,,,,,,
0,,10049,,0.4948326647281647,,,,,
,0.03,10099,,,,,,,
0,,10099,,0.5576401352882385,,,,,
,0.03,10149,,,,,,,
0,,10149,,0.30094900727272034,,,,,
,0.03,10199,,,,,,,
0,,10199,,0.5219912528991699,,,,,
,0.03,10249,,,,,,,
0,,10249,,0.3702659606933594,,,,,
,0.03,10299,,,,,,,
0,,10299,,0.5130770802497864,,,,,
,0.03,10349,,,,,,,
0,,10349,,0.40680640935897827,,,,,
,0.03,10399,,,,,,,
0,,10399,,0.28402748703956604,,,,,
,0.03,10449,,,,,,,
0,,10449,,0.30994969606399536,,,,,
,0.03,10499,,,,,,,
0,,10499,,0.41901513934135437,,,,,
,0.03,10549,,,,,,,
0,,10549,,0.3865300714969635,,,,,
,0.03,10599,,,,,,,
0,,10599,,0.30936700105667114,,,,,
,0.03,10649,,,,,,,
0,,10649,,0.33529016375541687,,,,,
,0.03,10699,,,,,,,
0,,10699,,0.46648046374320984,,,,,
,0.03,10749,,,,,,,
0,,10749,,0.4184769093990326,,,,,
,0.03,10799,,,,,,,
0,,10799,,0.28645601868629456,,,,,
,0.03,10849,,,,,,,
0,,10849,,0.48947206139564514,,,,,
,0.03,10899,,,,,,,
0,,10899,,0.33649489283561707,,,,,
,0.03,10949,,,,,,,
0,,10949,,0.5731452703475952,,,,,
,0.03,10999,,,,,,,
0,,10999,,0.4907348155975342,,,,,
,0.03,11049,,,,,,,
0,,11049,,0.447953462600708,,,,,
,0.03,11099,,,,,,,
0,,11099,,0.41621094942092896,,,,,
,0.03,11149,,,,,,,
0,,11149,,0.7692086696624756,,,,,
,0.03,11199,,,,,,,
0,,11199,,0.4501282572746277,,,,,
,0.03,11249,,,,,,,
0,,11249,,0.41204458475112915,,,,,
,0.03,11299,,,,,,,
0,,11299,,0.6945797204971313,,,,,
,0.03,11349,,,,,,,
0,,11349,,0.3724640905857086,,,,,
,0.03,11399,,,,,,,
0,,11399,,0.43987876176834106,,,,,
,0.03,11449,,,,,,,
0,,11449,,0.45809459686279297,,,,,
,0.03,11499,,,,,,,
0,,11499,,0.5406096577644348,,,,,
,0.03,11549,,,,,,,
0,,11549,,0.49346405267715454,,,,,
,0.03,11599,,,,,,,
0,,11599,,0.5445480942726135,,,,,
,0.03,11649,,,,,,,
0,,11649,,0.3595678210258484,,,,,
,0.03,11699,,,,,,,
0,,11699,,0.38519373536109924,,,,,
,0.03,11749,,,,,,,
0,,11749,,0.34681859612464905,,,,,
,0.03,11799,,,,,,,
0,,11799,,0.43192943930625916,,,,,
,0.03,11849,,,,,,,
0,,11849,,0.4299561679363251,,,,,
,0.03,11899,,,,,,,
0,,11899,,0.6834074258804321,,,,,
,0.03,11949,,,,,,,
0,,11949,,0.3021572530269623,,,,,
,0.03,11999,,,,,,,
0,,11999,,0.41778069734573364,,,,,
,0.03,12049,,,,,,,
0,,12049,,0.48179391026496887,,,,,
,0.03,12099,,,,,,,
0,,12099,,0.3577355742454529,,,,,
,0.03,12149,,,,,,,
0,,12149,,0.6178202033042908,,,,,
,0.03,12199,,,,,,,
0,,12199,,0.3904725909233093,,,,,
,0.03,12249,,,,,,,
0,,12249,,0.47167861461639404,,,,,
,0.03,12299,,,,,,,
0,,12299,,0.34072884917259216,,,,,
,0.03,12349,,,,,,,
0,,12349,,0.4157753586769104,,,,,
,0.03,12399,,,,,,,
0,,12399,,0.6565016508102417,,,,,
,0.03,12449,,,,,,,
0,,12449,,0.3344503939151764,,,,,
,0.03,12499,,,,,,,
0,,12499,,0.4454319477081299,,,,,
,0.03,12549,,,,,,,
0,,12549,,0.3289760947227478,,,,,
,0.03,12599,,,,,,,
0,,12599,,0.5075708627700806,,,,,
,0.03,12649,,,,,,,
0,,12649,,0.3138691782951355,,,,,
,0.03,12699,,,,,,,
0,,12699,,0.5179107785224915,,,,,
,0.03,12749,,,,,,,
0,,12749,,0.4386621415615082,,,,,
,0.03,12799,,,,,,,
0,,12799,,0.32207149267196655,,,,,
,0.03,12849,,,,,,,
0,,12849,,0.43878987431526184,,,,,
,0.03,12899,,,,,,,
0,,12899,,0.4057219624519348,,,,,
,0.03,12949,,,,,,,
0,,12949,,0.36590129137039185,,,,,
,0.03,12999,,,,,,,
0,,12999,,0.3932168483734131,,,,,
,0.03,13049,,,,,,,
0,,13049,,0.543016791343689,,,,,
,0.03,13099,,,,,,,
0,,13099,,0.5734646916389465,,,,,
,0.03,13149,,,,,,,
0,,13149,,0.4088335931301117,,,,,
,0.03,13199,,,,,,,
0,,13199,,0.30753958225250244,,,,,
,0.03,13249,,,,,,,
0,,13249,,0.4583815038204193,,,,,
,0.03,13299,,,,,,,
0,,13299,,0.5022679567337036,,,,,
,0.03,13349,,,,,,,
0,,13349,,0.48369500041007996,,,,,
,0.03,13399,,,,,,,
0,,13399,,0.3245188593864441,,,,,
,0.03,13449,,,,,,,
0,,13449,,0.5680412650108337,,,,,
,0.03,13499,,,,,,,
0,,13499,,0.47185325622558594,,,,,
,0.03,13549,,,,,,,
0,,13549,,0.473256379365921,,,,,
,0.03,13599,,,,,,,
0,,13599,,0.42334625124931335,,,,,
,0.03,13649,,,,,,,
0,,13649,,0.3921336829662323,,,,,
,0.03,13699,,,,,,,
0,,13699,,0.4433407485485077,,,,,
,0.03,13749,,,,,,,
0,,13749,,0.38411659002304077,,,,,
,0.03,13799,,,,,,,
0,,13799,,0.36326682567596436,,,,,
,0.03,13849,,,,,,,
0,,13849,,0.6763676404953003,,,,,
,0.03,13899,,,,,,,
0,,13899,,0.4349779784679413,,,,,
,0.03,13949,,,,,,,
0,,13949,,0.5166940689086914,,,,,
,0.03,13999,,,,,,,
0,,13999,,0.4359182119369507,,,,,
,0.03,14049,,,,,,,
0,,14049,,0.3429301083087921,,,,,
,0.03,14099,,,,,,,
0,,14099,,0.2750234603881836,,,,,
,0.03,14149,,,,,,,
0,,14149,,0.3929808735847473,,,,,
,0.03,14199,,,,,,,
0,,14199,,0.4669398367404938,,,,,
,0.03,14249,,,,,,,
0,,14249,,0.5794974565505981,,,,,
,0.03,14299,,,,,,,
0,,14299,,0.49438080191612244,,,,,
,0.03,14349,,,,,,,
0,,14349,,0.5432872176170349,,,,,
,0.03,14399,,,,,,,
0,,14399,,0.34672459959983826,,,,,
,0.03,14449,,,,,,,
0,,14449,,0.5963944792747498,,,,,
,0.03,14499,,,,,,,
0,,14499,,0.5367967486381531,,,,,
,0.03,14549,,,,,,,
0,,14549,,0.6453104019165039,,,,,
,0.03,14599,,,,,,,
0,,14599,,0.4516388177871704,,,,,
,0.03,14649,,,,,,,
0,,14649,,0.3767544627189636,,,,,
,0.03,14699,,,,,,,
0,,14699,,0.3746248185634613,,,,,
,0.03,14749,,,,,,,
0,,14749,,0.3867235779762268,,,,,
,0.03,14799,,,,,,,
0,,14799,,0.4184160530567169,,,,,
,0.03,14849,,,,,,,
0,,14849,,0.6059337854385376,,,,,
,0.03,14899,,,,,,,
0,,14899,,0.3150200843811035,,,,,
,0.03,14949,,,,,,,
0,,14949,,0.3739773631095886,,,,,
,0.03,14999,,,,,,,
0,,14999,,0.4150753319263458,,,,,
,0.03,15049,,,,,,,
0,,15049,,0.39341622591018677,,,,,
,0.03,15099,,,,,,,
0,,15099,,0.44190409779548645,,,,,
,0.03,15149,,,,,,,
0,,15149,,0.41360536217689514,,,,,
0,,15155,,,0.9517400860786438,11148068.0,2.08678936958313,1.2168781757354736,0.6122119426727295
0,,15155,0.45096248388290405,,,,,,
,0.03,15199,,,,,,,
1,,15199,,0.42668387293815613,,,,,
,0.03,15249,,,,,,,
1,,15249,,0.3569146990776062,,,,,
,0.03,15299,,,,,,,
1,,15299,,0.4829597473144531,,,,,
,0.03,15349,,,,,,,
1,,15349,,0.387177437543869,,,,,
,0.03,15399,,,,,,,
1,,15399,,0.42567965388298035,,,,,
,0.03,15449,,,,,,,
1,,15449,,0.4269019663333893,,,,,
,0.03,15499,,,,,,,
1,,15499,,0.6807845234870911,,,,,
,0.03,15549,,,,,,,
1,,15549,,0.302266925573349,,,,,
,0.03,15599,,,,,,,
1,,15599,,0.48479947447776794,,,,,
,0.03,15649,,,,,,,
1,,15649,,0.40664371848106384,,,,,
,0.03,15699,,,,,,,
1,,15699,,0.6470827460289001,,,,,
,0.03,15749,,,,,,,
1,,15749,,0.3843720555305481,,,,,
,0.03,15799,,,,,,,
1,,15799,,0.5074236989021301,,,,,
,0.03,15849,,,,,,,
1,,15849,,0.43455612659454346,,,,,
,0.03,15899,,,,,,,
1,,15899,,0.469441682100296,,,,,
,0.03,15949,,,,,,,
1,,15949,,0.6150825619697571,,,,,
,0.03,15999,,,,,,,
1,,15999,,0.514106273651123,,,,,
,0.03,16049,,,,,,,
1,,16049,,0.29652586579322815,,,,,
,0.03,16099,,,,,,,
1,,16099,,0.3399876654148102,,,,,
,0.03,16149,,,,,,,
1,,16149,,0.35101574659347534,,,,,
,0.03,16199,,,,,,,
1,,16199,,0.4242038428783417,,,,,
,0.03,16249,,,,,,,
1,,16249,,0.46353814005851746,,,,,
,0.03,16299,,,,,,,
1,,16299,,0.3508952558040619,,,,,
,0.03,16349,,,,,,,
1,,16349,,0.31463491916656494,,,,,
,0.03,16399,,,,,,,
1,,16399,,0.37926554679870605,,,,,
,0.03,16449,,,,,,,
1,,16449,,0.4228600859642029,,,,,
,0.03,16499,,,,,,,
1,,16499,,0.4505610764026642,,,,,
,0.03,16549,,,,,,,
1,,16549,,0.7047637104988098,,,,,
,0.03,16599,,,,,,,
1,,16599,,0.3624266982078552,,,,,
,0.03,16649,,,,,,,
1,,16649,,0.29123151302337646,,,,,
,0.03,16699,,,,,,,
1,,16699,,0.4539501965045929,,,,,
,0.03,16749,,,,,,,
1,,16749,,0.42431262135505676,,,,,
,0.03,16799,,,,,,,
1,,16799,,0.5060335397720337,,,,,
,0.03,16849,,,,,,,
1,,16849,,0.316346138715744,,,,,
,0.03,16899,,,,,,,
1,,16899,,0.39547860622406006,,,,,
,0.03,16949,,,,,,,
1,,16949,,0.30052027106285095,,,,,
,0.03,16999,,,,,,,
1,,16999,,0.3060166537761688,,,,,
,0.03,17049,,,,,,,
1,,17049,,0.34707993268966675,,,,,
,0.03,17099,,,,,,,
1,,17099,,0.5511083006858826,,,,,
,0.03,17149,,,,,,,
1,,17149,,0.6165785789489746,,,,,
,0.03,17199,,,,,,,
1,,17199,,0.39436575770378113,,,,,
,0.03,17249,,,,,,,
1,,17249,,0.43659281730651855,,,,,
,0.03,17299,,,,,,,
1,,17299,,0.4009234309196472,,,,,
,0.03,17349,,,,,,,
1,,17349,,0.49430856108665466,,,,,
,0.03,17399,,,,,,,
1,,17399,,0.6332798004150391,,,,,
,0.03,17449,,,,,,,
1,,17449,,0.5161078572273254,,,,,
,0.03,17499,,,,,,,
1,,17499,,0.38789159059524536,,,,,
,0.03,17549,,,,,,,
1,,17549,,0.33288776874542236,,,,,
,0.03,17599,,,,,,,
1,,17599,,0.3860151469707489,,,,,
,0.03,17649,,,,,,,
1,,17649,,0.33429697155952454,,,,,
,0.03,17699,,,,,,,
1,,17699,,0.3370186388492584,,,,,
,0.03,17749,,,,,,,
1,,17749,,0.36891451478004456,,,,,
,0.03,17799,,,,,,,
1,,17799,,0.4894229769706726,,,,,
,0.03,17849,,,,,,,
1,,17849,,0.5118223428726196,,,,,
,0.03,17899,,,,,,,
1,,17899,,0.5022721886634827,,,,,
,0.03,17949,,,,,,,
1,,17949,,0.32916951179504395,,,,,
,0.03,17999,,,,,,,
1,,17999,,0.4305461347103119,,,,,
,0.03,18049,,,,,,,
1,,18049,,0.5712981224060059,,,,,
,0.03,18099,,,,,,,
1,,18099,,0.4000309407711029,,,,,
,0.03,18149,,,,,,,
1,,18149,,0.3389014005661011,,,,,
,0.03,18199,,,,,,,
1,,18199,,0.4674932658672333,,,,,
,0.03,18249,,,,,,,
1,,18249,,0.3386765122413635,,,,,
,0.03,18299,,,,,,,
1,,18299,,0.3571327030658722,,,,,
,0.03,18349,,,,,,,
1,,18349,,0.24011801183223724,,,,,
,0.03,18399,,,,,,,
1,,18399,,0.4248301088809967,,,,,
,0.03,18449,,,,,,,
1,,18449,,0.32673564553260803,,,,,
,0.03,18499,,,,,,,
1,,18499,,0.4443649351596832,,,,,
,0.03,18549,,,,,,,
1,,18549,,0.334276407957077,,,,,
,0.03,18599,,,,,,,
1,,18599,,0.3349106013774872,,,,,
,0.03,18649,,,,,,,
1,,18649,,0.37961453199386597,,,,,
,0.03,18699,,,,,,,
1,,18699,,0.43733400106430054,,,,,
,0.03,18749,,,,,,,
1,,18749,,0.3231910169124603,,,,,
,0.03,18799,,,,,,,
1,,18799,,0.4263301193714142,,,,,
,0.03,18849,,,,,,,
1,,18849,,0.3339693546295166,,,,,
,0.03,18899,,,,,,,
1,,18899,,0.5856575965881348,,,,,
,0.03,18949,,,,,,,
1,,18949,,0.5425606966018677,,,,,
,0.03,18999,,,,,,,
1,,18999,,0.3171297013759613,,,,,
,0.03,19049,,,,,,,
1,,19049,,0.5415034890174866,,,,,
,0.03,19099,,,,,,,
1,,19099,,0.535154402256012,,,,,
,0.03,19149,,,,,,,
1,,19149,,0.35249677300453186,,,,,
,0.03,19199,,,,,,,
1,,19199,,0.5405442118644714,,,,,
,0.03,19249,,,,,,,
1,,19249,,0.47845548391342163,,,,,
