epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
0,,3449,,0.8367031812667847,,,,,
,0.03,3499,,,,,,,
0,,3499,,0.705666720867157,,,,,
,0.03,3549,,,,,,,
0,,3549,,0.641789436340332,,,,,
,0.03,3599,,,,,,,
0,,3599,,0.5609912872314453,,,,,
,0.03,3649,,,,,,,
0,,3649,,1.378951907157898,,,,,
,0.03,3699,,,,,,,
0,,3699,,0.4863765835762024,,,,,
,0.03,3749,,,,,,,
0,,3749,,0.4093293845653534,,,,,
,0.03,3799,,,,,,,
0,,3799,,0.5907108187675476,,,,,
,0.03,3849,,,,,,,
0,,3849,,0.4901357591152191,,,,,
,0.03,3899,,,,,,,
0,,3899,,0.6797972917556763,,,,,
,0.03,3949,,,,,,,
0,,3949,,0.6255853772163391,,,,,
,0.03,3999,,,,,,,
0,,3999,,0.608191728591919,,,,,
,0.03,4049,,,,,,,
0,,4049,,0.7126961946487427,,,,,
,0.03,4099,,,,,,,
0,,4099,,0.46755704283714294,,,,,
,0.03,4149,,,,,,,
0,,4149,,0.4635962247848511,,,,,
,0.03,4199,,,,,,,
0,,4199,,0.7084572911262512,,,,,
,0.03,4249,,,,,,,
0,,4249,,0.4757365584373474,,,,,
,0.03,4299,,,,,,,
0,,4299,,0.5937952995300293,,,,,
,0.03,4349,,,,,,,
0,,4349,,0.4598363935947418,,,,,
,0.03,4399,,,,,,,
0,,4399,,0.5493412613868713,,,,,
,0.03,4449,,,,,,,
0,,4449,,0.6064486503601074,,,,,
,0.03,4499,,,,,,,
0,,4499,,0.4770220220088959,,,,,
,0.03,4549,,,,,,,
0,,4549,,0.47390016913414,,,,,
,0.03,4599,,,,,,,
0,,4599,,0.492823988199234,,,,,
,0.03,4649,,,,,,,
0,,4649,,0.6286710500717163,,,,,
,0.03,4699,,,,,,,
0,,4699,,0.6034925580024719,,,,,
,0.03,4749,,,,,,,
0,,4749,,0.5523135662078857,,,,,
,0.03,4799,,,,,,,
0,,4799,,0.6130601167678833,,,,,
,0.03,4849,,,,,,,
0,,4849,,0.5291253328323364,,,,,
,0.03,4899,,,,,,,
0,,4899,,0.6177104115486145,,,,,
,0.03,4949,,,,,,,
0,,4949,,0.7046456933021545,,,,,
,0.03,4999,,,,,,,
0,,4999,,0.6017835736274719,,,,,
,0.03,5049,,,,,,,
0,,5049,,0.5121078491210938,,,,,
,0.03,5099,,,,,,,
0,,5099,,0.4637693464756012,,,,,
,0.03,5149,,,,,,,
0,,5149,,0.41785621643066406,,,,,
,0.03,5199,,,,,,,
0,,5199,,0.41005516052246094,,,,,
,0.03,5249,,,,,,,
0,,5249,,0.7535778880119324,,,,,
,0.03,5299,,,,,,,
0,,5299,,0.6385229825973511,,,,,
,0.03,5349,,,,,,,
0,,5349,,0.47313952445983887,,,,,
,0.03,5399,,,,,,,
0,,5399,,0.46659332513809204,,,,,
,0.03,5449,,,,,,,
0,,5449,,0.4925552010536194,,,,,
,0.03,5499,,,,,,,
0,,5499,,0.50580894947052,,,,,
,0.03,5549,,,,,,,
0,,5549,,0.337785005569458,,,,,
,0.03,5599,,,,,,,
0,,5599,,0.40828239917755127,,,,,
,0.03,5649,,,,,,,
0,,5649,,0.44426029920578003,,,,,
,0.03,5699,,,,,,,
0,,5699,,0.5563246011734009,,,,,
,0.03,5749,,,,,,,
0,,5749,,0.4974544942378998,,,,,
,0.03,5799,,,,,,,
0,,5799,,0.43120697140693665,,,,,
,0.03,5849,,,,,,,
0,,5849,,0.4609229862689972,,,,,
,0.03,5899,,,,,,,
0,,5899,,0.5471711754798889,,,,,
,0.03,5949,,,,,,,
0,,5949,,0.5821540355682373,,,,,
,0.03,5999,,,,,,,
0,,5999,,0.44600874185562134,,,,,
,0.03,6049,,,,,,,
0,,6049,,0.549625813961029,,,,,
,0.03,6099,,,,,,,
0,,6099,,0.6363884210586548,,,,,
,0.03,6149,,,,,,,
0,,6149,,0.8044013381004333,,,,,
,0.03,6199,,,,,,,
0,,6199,,0.7342901229858398,,,,,
,0.03,6249,,,,,,,
0,,6249,,0.7357398271560669,,,,,
,0.03,6299,,,,,,,
0,,6299,,0.4753793179988861,,,,,
,0.03,6349,,,,,,,
0,,6349,,0.5014467835426331,,,,,
,0.03,6399,,,,,,,
0,,6399,,0.42850685119628906,,,,,
,0.03,6449,,,,,,,
0,,6449,,0.5235730409622192,,,,,
,0.03,6499,,,,,,,
0,,6499,,0.5837546586990356,,,,,
,0.03,6549,,,,,,,
0,,6549,,0.892418622970581,,,,,
,0.03,6599,,,,,,,
0,,6599,,0.6126285195350647,,,,,
,0.03,6649,,,,,,,
0,,6649,,0.41424456238746643,,,,,
,0.03,6699,,,,,,,
0,,6699,,0.5636005401611328,,,,,
,0.03,6749,,,,,,,
0,,6749,,0.7480381727218628,,,,,
,0.03,6799,,,,,,,
0,,6799,,0.3907405734062195,,,,,
,0.03,6849,,,,,,,
0,,6849,,0.6947493553161621,,,,,
,0.03,6899,,,,,,,
0,,6899,,0.44529101252555847,,,,,
,0.03,6949,,,,,,,
0,,6949,,0.36195093393325806,,,,,
,0.03,6999,,,,,,,
0,,6999,,0.6287126541137695,,,,,
,0.03,7049,,,,,,,
0,,7049,,0.5411307215690613,,,,,
,0.03,7099,,,,,,,
0,,7099,,0.5696818232536316,,,,,
,0.03,7149,,,,,,,
0,,7149,,0.7022827863693237,,,,,
,0.03,7199,,,,,,,
0,,7199,,0.3899928629398346,,,,,
,0.03,7249,,,,,,,
0,,7249,,0.3832058012485504,,,,,
,0.03,7299,,,,,,,
0,,7299,,0.4813443720340729,,,,,
,0.03,7349,,,,,,,
0,,7349,,0.6366623044013977,,,,,
,0.03,7399,,,,,,,
0,,7399,,0.5193235874176025,,,,,
,0.03,7449,,,,,,,
0,,7449,,0.4732567071914673,,,,,
,0.03,7499,,,,,,,
0,,7499,,0.5667106509208679,,,,,
,0.03,7549,,,,,,,
0,,7549,,0.6736685037612915,,,,,
,0.03,7599,,,,,,,
0,,7599,,0.4946126639842987,,,,,
,0.03,7649,,,,,,,
0,,7649,,0.6505500078201294,,,,,
,0.03,7699,,,,,,,
0,,7699,,0.6100974678993225,,,,,
,0.03,7749,,,,,,,
0,,7749,,0.3987882137298584,,,,,
,0.03,7799,,,,,,,
0,,7799,,0.6267692446708679,,,,,
,0.03,7849,,,,,,,
0,,7849,,0.6935376524925232,,,,,
,0.03,7899,,,,,,,
0,,7899,,0.7488071918487549,,,,,
,0.03,7949,,,,,,,
0,,7949,,0.5634071826934814,,,,,
,0.03,7999,,,,,,,
0,,7999,,0.43132027983665466,,,,,
,0.03,8049,,,,,,,
0,,8049,,0.5331518054008484,,,,,
,0.03,8099,,,,,,,
0,,8099,,0.484803169965744,,,,,
,0.03,8149,,,,,,,
0,,8149,,0.41454944014549255,,,,,
,0.03,8199,,,,,,,
0,,8199,,0.40736252069473267,,,,,
,0.03,8249,,,,,,,
0,,8249,,0.8069455027580261,,,,,
,0.03,8299,,,,,,,
0,,8299,,0.536294162273407,,,,,
,0.03,8349,,,,,,,
0,,8349,,0.40575549006462097,,,,,
,0.03,8399,,,,,,,
0,,8399,,0.5626173615455627,,,,,
,0.03,8449,,,,,,,
0,,8449,,0.5046223402023315,,,,,
,0.03,8499,,,,,,,
0,,8499,,0.3217630982398987,,,,,
,0.03,8549,,,,,,,
0,,8549,,0.379332959651947,,,,,
,0.03,8599,,,,,,,
0,,8599,,0.516436755657196,,,,,
,0.03,8649,,,,,,,
0,,8649,,0.7538326978683472,,,,,
,0.03,8699,,,,,,,
0,,8699,,0.821507453918457,,,,,
,0.03,8749,,,,,,,
0,,8749,,0.4747057259082794,,,,,
,0.03,8799,,,,,,,
0,,8799,,0.48734501004219055,,,,,
,0.03,8849,,,,,,,
0,,8849,,0.68097984790802,,,,,
,0.03,8899,,,,,,,
0,,8899,,0.576902449131012,,,,,
,0.03,8949,,,,,,,
0,,8949,,0.48255303502082825,,,,,
,0.03,8999,,,,,,,
0,,8999,,0.560634195804596,,,,,
,0.03,9049,,,,,,,
0,,9049,,0.7011281251907349,,,,,
,0.03,9099,,,,,,,
0,,9099,,0.5381292700767517,,,,,
,0.03,9149,,,,,,,
0,,9149,,0.7752038836479187,,,,,
,0.03,9199,,,,,,,
0,,9199,,0.908795952796936,,,,,
,0.03,9249,,,,,,,
0,,9249,,0.5720024108886719,,,,,
,0.03,9299,,,,,,,
0,,9299,,0.5348157286643982,,,,,
,0.03,9349,,,,,,,
0,,9349,,0.5378461480140686,,,,,
,0.03,9399,,,,,,,
0,,9399,,0.4522286057472229,,,,,
,0.03,9449,,,,,,,
0,,9449,,0.4372991919517517,,,,,
,0.03,9499,,,,,,,
0,,9499,,0.4220982491970062,,,,,
,0.03,9549,,,,,,,
0,,9549,,0.42382362484931946,,,,,
,0.03,9599,,,,,,,
0,,9599,,0.5467597842216492,,,,,
,0.03,9649,,,,,,,
0,,9649,,0.5503972172737122,,,,,
,0.03,9699,,,,,,,
0,,9699,,0.7873002886772156,,,,,
,0.03,9749,,,,,,,
0,,9749,,0.840649425983429,,,,,
,0.03,9799,,,,,,,
0,,9799,,0.47137171030044556,,,,,
,0.03,9849,,,,,,,
0,,9849,,0.4377744793891907,,,,,
,0.03,9899,,,,,,,
0,,9899,,0.4273034334182739,,,,,
,0.03,9949,,,,,,,
0,,9949,,0.5155931711196899,,,,,
,0.03,9999,,,,,,,
0,,9999,,0.4787744879722595,,,,,
,0.03,10049,,,,,,,
0,,10049,,0.5863655209541321,,,,,
,0.03,10099,,,,,,,
0,,10099,,0.5832439661026001,,,,,
,0.03,10149,,,,,,,
0,,10149,,0.5080640912055969,,,,,
,0.03,10199,,,,,,,
0,,10199,,0.504802942276001,,,,,
,0.03,10249,,,,,,,
0,,10249,,0.38149574398994446,,,,,
,0.03,10299,,,,,,,
0,,10299,,0.42129480838775635,,,,,
,0.03,10349,,,,,,,
0,,10349,,0.4952129125595093,,,,,
,0.03,10399,,,,,,,
0,,10399,,0.7704349756240845,,,,,
,0.03,10449,,,,,,,
0,,10449,,0.49477484822273254,,,,,
,0.03,10499,,,,,,,
0,,10499,,0.6463239789009094,,,,,
,0.03,10549,,,,,,,
0,,10549,,0.7868217825889587,,,,,
,0.03,10599,,,,,,,
0,,10599,,0.4131433069705963,,,,,
,0.03,10649,,,,,,,
0,,10649,,0.4448530375957489,,,,,
,0.03,10699,,,,,,,
0,,10699,,0.9819863438606262,,,,,
,0.03,10749,,,,,,,
0,,10749,,0.4165395200252533,,,,,
,0.03,10799,,,,,,,
0,,10799,,0.7101925015449524,,,,,
,0.03,10849,,,,,,,
0,,10849,,1.0321998596191406,,,,,
,0.03,10899,,,,,,,
0,,10899,,0.5045520663261414,,,,,
,0.03,10949,,,,,,,
0,,10949,,0.6180242300033569,,,,,
,0.03,10999,,,,,,,
0,,10999,,0.7281984090805054,,,,,
,0.03,11049,,,,,,,
0,,11049,,0.5399563908576965,,,,,
,0.03,11099,,,,,,,
0,,11099,,0.5712721347808838,,,,,
,0.03,11149,,,,,,,
0,,11149,,0.48026004433631897,,,,,
,0.03,11199,,,,,,,
0,,11199,,0.3847130537033081,,,,,
,0.03,11249,,,,,,,
0,,11249,,0.5232995748519897,,,,,
,0.03,11299,,,,,,,
0,,11299,,0.6501901149749756,,,,,
,0.03,11349,,,,,,,
0,,11349,,0.7083958387374878,,,,,
,0.03,11399,,,,,,,
0,,11399,,0.574589192867279,,,,,
,0.03,11449,,,,,,,
0,,11449,,0.4901673495769501,,,,,
,0.03,11499,,,,,,,
0,,11499,,0.42250972986221313,,,,,
,0.03,11549,,,,,,,
0,,11549,,0.4571000635623932,,,,,
,0.03,11599,,,,,,,
0,,11599,,0.452837198972702,,,,,
,0.03,11649,,,,,,,
0,,11649,,0.6696606278419495,,,,,
,0.03,11699,,,,,,,
0,,11699,,0.8383484482765198,,,,,
,0.03,11749,,,,,,,
0,,11749,,0.5479573011398315,,,,,
,0.03,11799,,,,,,,
0,,11799,,0.5513665676116943,,,,,
,0.03,11849,,,,,,,
0,,11849,,0.5772251486778259,,,,,
,0.03,11899,,,,,,,
0,,11899,,0.6666778922080994,,,,,
,0.03,11949,,,,,,,
0,,11949,,0.4810595214366913,,,,,
,0.03,11999,,,,,,,
0,,11999,,0.5780737400054932,,,,,
,0.03,12049,,,,,,,
0,,12049,,0.6147437691688538,,,,,
,0.03,12099,,,,,,,
0,,12099,,0.4771677851676941,,,,,
,0.03,12149,,,,,,,
0,,12149,,0.694555401802063,,,,,
,0.03,12199,,,,,,,
0,,12199,,0.37714624404907227,,,,,
,0.03,12249,,,,,,,
0,,12249,,0.5563154220581055,,,,,
,0.03,12299,,,,,,,
0,,12299,,0.5218437314033508,,,,,
,0.03,12349,,,,,,,
0,,12349,,0.5143575668334961,,,,,
,0.03,12399,,,,,,,
0,,12399,,0.4324733018875122,,,,,
,0.03,12449,,,,,,,
0,,12449,,0.8354352116584778,,,,,
,0.03,12499,,,,,,,
0,,12499,,0.5143744945526123,,,,,
,0.03,12549,,,,,,,
0,,12549,,0.5168558955192566,,,,,
,0.03,12599,,,,,,,
0,,12599,,0.5091698169708252,,,,,
,0.03,12649,,,,,,,
0,,12649,,0.5720031261444092,,,,,
,0.03,12699,,,,,,,
0,,12699,,0.6658152937889099,,,,,
,0.03,12749,,,,,,,
0,,12749,,0.7057441473007202,,,,,
,0.03,12799,,,,,,,
0,,12799,,0.5128186941146851,,,,,
,0.03,12849,,,,,,,
0,,12849,,0.46934640407562256,,,,,
,0.03,12899,,,,,,,
0,,12899,,0.5064424872398376,,,,,
,0.03,12949,,,,,,,
0,,12949,,0.6881246566772461,,,,,
,0.03,12999,,,,,,,
0,,12999,,0.494459331035614,,,,,
,0.03,13049,,,,,,,
0,,13049,,0.6044110655784607,,,,,
,0.03,13099,,,,,,,
0,,13099,,0.4801423251628876,,,,,
,0.03,13149,,,,,,,
0,,13149,,0.5400691032409668,,,,,
,0.03,13199,,,,,,,
0,,13199,,0.4034920930862427,,,,,
,0.03,13249,,,,,,,
0,,13249,,0.4739683270454407,,,,,
,0.03,13299,,,,,,,
0,,13299,,0.6403183341026306,,,,,
,0.03,13349,,,,,,,
0,,13349,,0.47760772705078125,,,,,
,0.03,13399,,,,,,,
0,,13399,,0.4397188723087311,,,,,
,0.03,13449,,,,,,,
0,,13449,,0.5860023498535156,,,,,
,0.03,13499,,,,,,,
0,,13499,,0.4937502443790436,,,,,
,0.03,13549,,,,,,,
0,,13549,,0.6448770761489868,,,,,
,0.03,13599,,,,,,,
0,,13599,,0.5262025594711304,,,,,
,0.03,13649,,,,,,,
0,,13649,,0.5247714519500732,,,,,
,0.03,13699,,,,,,,
0,,13699,,0.5359351634979248,,,,,
,0.03,13749,,,,,,,
0,,13749,,0.5703445076942444,,,,,
,0.03,13799,,,,,,,
0,,13799,,0.5587681531906128,,,,,
,0.03,13849,,,,,,,
0,,13849,,0.507068395614624,,,,,
,0.03,13899,,,,,,,
0,,13899,,0.5657919049263,,,,,
,0.03,13949,,,,,,,
0,,13949,,0.7401602268218994,,,,,
,0.03,13999,,,,,,,
0,,13999,,0.5270546674728394,,,,,
,0.03,14049,,,,,,,
0,,14049,,0.49751079082489014,,,,,
,0.03,14099,,,,,,,
0,,14099,,0.6567873358726501,,,,,
,0.03,14149,,,,,,,
0,,14149,,0.4977400302886963,,,,,
,0.03,14199,,,,,,,
0,,14199,,0.6200951933860779,,,,,
,0.03,14249,,,,,,,
0,,14249,,0.439585417509079,,,,,
,0.03,14299,,,,,,,
0,,14299,,0.5211352109909058,,,,,
,0.03,14349,,,,,,,
0,,14349,,0.38391876220703125,,,,,
,0.03,14399,,,,,,,
0,,14399,,0.38737431168556213,,,,,
,0.03,14449,,,,,,,
0,,14449,,0.6749049425125122,,,,,
,0.03,14499,,,,,,,
0,,14499,,0.42432478070259094,,,,,
,0.03,14549,,,,,,,
0,,14549,,0.572080671787262,,,,,
,0.03,14599,,,,,,,
0,,14599,,0.4472660720348358,,,,,
,0.03,14649,,,,,,,
0,,14649,,0.5260472893714905,,,,,
,0.03,14699,,,,,,,
0,,14699,,0.4898194372653961,,,,,
,0.03,14749,,,,,,,
0,,14749,,0.4937645196914673,,,,,
,0.03,14799,,,,,,,
0,,14799,,0.32988131046295166,,,,,
,0.03,14849,,,,,,,
0,,14849,,0.4141238033771515,,,,,
,0.03,14899,,,,,,,
0,,14899,,0.4695607125759125,,,,,
,0.03,14949,,,,,,,
0,,14949,,0.45962291955947876,,,,,
,0.03,14999,,,,,,,
0,,14999,,0.5960716605186462,,,,,
,0.03,15049,,,,,,,
0,,15049,,0.6495326161384583,,,,,
,0.03,15099,,,,,,,
0,,15099,,0.45831480622291565,,,,,
,0.03,15149,,,,,,,
0,,15149,,0.36787334084510803,,,,,
0,,15155,,,1.1339449882507324,1198583.125,2.747087240219116,1.0892152786254883,0.7565755844116211
0,,15155,0.556824266910553,,,,,,
,0.03,15199,,,,,,,
1,,15199,,0.407792866230011,,,,,
,0.03,15249,,,,,,,
1,,15249,,0.50360107421875,,,,,
,0.03,15299,,,,,,,
1,,15299,,0.48119503259658813,,,,,
,0.03,15349,,,,,,,
1,,15349,,0.487566202878952,,,,,
,0.03,15399,,,,,,,
1,,15399,,0.48628297448158264,,,,,
,0.03,15449,,,,,,,
1,,15449,,0.48855137825012207,,,,,
,0.03,15499,,,,,,,
1,,15499,,0.5873767733573914,,,,,
,0.03,15549,,,,,,,
1,,15549,,0.440839558839798,,,,,
,0.03,15599,,,,,,,
1,,15599,,0.5571886301040649,,,,,
,0.03,15649,,,,,,,
1,,15649,,0.6166216135025024,,,,,
,0.03,15699,,,,,,,
1,,15699,,0.5032418966293335,,,,,
,0.03,15749,,,,,,,
1,,15749,,0.4415587782859802,,,,,
,0.03,15799,,,,,,,
1,,15799,,0.5052040219306946,,,,,
,0.03,15849,,,,,,,
1,,15849,,0.5634071230888367,,,,,
,0.03,15899,,,,,,,
1,,15899,,0.5196637511253357,,,,,
,0.03,15949,,,,,,,
1,,15949,,0.586944580078125,,,,,
,0.03,15999,,,,,,,
1,,15999,,0.46162834763526917,,,,,
,0.03,16049,,,,,,,
1,,16049,,0.42178839445114136,,,,,
,0.03,16099,,,,,,,
1,,16099,,0.5815831422805786,,,,,
,0.03,16149,,,,,,,
1,,16149,,0.4830297529697418,,,,,
,0.03,16199,,,,,,,
1,,16199,,0.6408799290657043,,,,,
,0.03,16249,,,,,,,
1,,16249,,0.6153062582015991,,,,,
,0.03,16299,,,,,,,
1,,16299,,0.5407895445823669,,,,,
,0.03,16349,,,,,,,
1,,16349,,0.6329879760742188,,,,,
,0.03,16399,,,,,,,
1,,16399,,0.7990034818649292,,,,,
,0.03,16449,,,,,,,
1,,16449,,0.5878483057022095,,,,,
,0.03,16499,,,,,,,
1,,16499,,0.6039721965789795,,,,,
,0.03,16549,,,,,,,
1,,16549,,0.8627590537071228,,,,,
,0.03,16599,,,,,,,
1,,16599,,0.6239396929740906,,,,,
,0.03,16649,,,,,,,
1,,16649,,0.5933272838592529,,,,,
,0.03,16699,,,,,,,
1,,16699,,0.4838855564594269,,,,,
,0.03,16749,,,,,,,
1,,16749,,0.502371072769165,,,,,
,0.03,16799,,,,,,,
1,,16799,,0.4404533803462982,,,,,
,0.03,16849,,,,,,,
1,,16849,,0.44616538286209106,,,,,
,0.03,16899,,,,,,,
1,,16899,,0.5914750695228577,,,,,
,0.03,16949,,,,,,,
1,,16949,,0.7079187631607056,,,,,
,0.03,16999,,,,,,,
1,,16999,,0.5613384246826172,,,,,
,0.03,17049,,,,,,,
1,,17049,,0.45791611075401306,,,,,
,0.03,17099,,,,,,,
1,,17099,,0.5418158173561096,,,,,
,0.03,17149,,,,,,,
1,,17149,,0.5028294920921326,,,,,
,0.03,17199,,,,,,,
1,,17199,,0.45941635966300964,,,,,
,0.03,17249,,,,,,,
1,,17249,,0.530176043510437,,,,,
,0.03,17299,,,,,,,
1,,17299,,0.7773898243904114,,,,,
,0.03,17349,,,,,,,
1,,17349,,0.345798134803772,,,,,
,0.03,17399,,,,,,,
1,,17399,,0.4426184296607971,,,,,
,0.03,17449,,,,,,,
1,,17449,,0.3491562008857727,,,,,
,0.03,17499,,,,,,,
1,,17499,,0.5287046432495117,,,,,
,0.03,17549,,,,,,,
1,,17549,,0.7170606255531311,,,,,
,0.03,17599,,,,,,,
1,,17599,,0.4399903118610382,,,,,
,0.03,17649,,,,,,,
1,,17649,,0.5137826800346375,,,,,
,0.03,17699,,,,,,,
1,,17699,,0.8077349662780762,,,,,
,0.03,17749,,,,,,,
1,,17749,,0.7014119625091553,,,,,
,0.03,17799,,,,,,,
1,,17799,,0.43298131227493286,,,,,
,0.03,17849,,,,,,,
1,,17849,,0.7898577451705933,,,,,
,0.03,17899,,,,,,,
1,,17899,,0.7750968337059021,,,,,
,0.03,17949,,,,,,,
1,,17949,,0.5280302166938782,,,,,
,0.03,17999,,,,,,,
1,,17999,,0.6366618275642395,,,,,
,0.03,18049,,,,,,,
1,,18049,,0.5082367658615112,,,,,
,0.03,18099,,,,,,,
1,,18099,,0.5933952927589417,,,,,
,0.03,18149,,,,,,,
1,,18149,,0.4355873465538025,,,,,
,0.03,18199,,,,,,,
1,,18199,,0.574094295501709,,,,,
,0.03,18249,,,,,,,
1,,18249,,0.5778827667236328,,,,,
,0.03,18299,,,,,,,
1,,18299,,0.5245836973190308,,,,,
,0.03,18349,,,,,,,
1,,18349,,0.5487836599349976,,,,,
,0.03,18399,,,,,,,
1,,18399,,0.4759802520275116,,,,,
,0.03,18449,,,,,,,
1,,18449,,0.6609041094779968,,,,,
,0.03,18499,,,,,,,
1,,18499,,0.6135382652282715,,,,,
,0.03,18549,,,,,,,
1,,18549,,0.47052639722824097,,,,,
,0.03,18599,,,,,,,
1,,18599,,0.5423591136932373,,,,,
,0.03,18649,,,,,,,
1,,18649,,0.5399371981620789,,,,,
,0.03,18699,,,,,,,
1,,18699,,0.8059304356575012,,,,,
,0.03,18749,,,,,,,
1,,18749,,0.5909746885299683,,,,,
,0.03,18799,,,,,,,
1,,18799,,0.7581090927124023,,,,,
,0.03,18849,,,,,,,
1,,18849,,0.41507837176322937,,,,,
,0.03,18899,,,,,,,
1,,18899,,0.5854154229164124,,,,,
,0.03,18949,,,,,,,
1,,18949,,0.5341886281967163,,,,,
,0.03,18999,,,,,,,
1,,18999,,0.5612368583679199,,,,,
,0.03,19049,,,,,,,
1,,19049,,0.4877868890762329,,,,,
,0.03,19099,,,,,,,
1,,19099,,0.6362476944923401,,,,,
,0.03,19149,,,,,,,
1,,19149,,0.6033238768577576,,,,,
,0.03,19199,,,,,,,
1,,19199,,0.8907703161239624,,,,,
,0.03,19249,,,,,,,
1,,19249,,0.3861478865146637,,,,,
,0.03,19299,,,,,,,
